Dates,Category,Descript,DayOfWeek,PdDistrict
2009-02-19 18:18:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,TENDERLOIN
2009-02-19 18:18:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2009-02-19 17:26:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Thursday,NORTHERN
2009-02-19 16:59:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,SOUTHERN
2009-02-19 16:23:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Thursday,MISSION
2009-02-19 15:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Thursday,SOUTHERN
2009-02-19 15:00:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,MISSION
2009-02-19 14:27:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Thursday,TENDERLOIN
2009-02-19 14:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,BAYVIEW
2009-02-19 13:20:00,DRUG/NARCOTIC,SALE OF COCAINE,Thursday,TENDERLOIN
2009-02-19 13:20:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Thursday,TENDERLOIN
2009-02-19 11:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,SOUTHERN
2009-02-19 11:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,BAYVIEW
2009-02-19 10:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION
2009-02-19 09:36:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,SOUTHERN
2009-02-19 09:36:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,SOUTHERN
2009-02-19 07:50:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,MISSION
2009-02-19 07:50:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,MISSION
2009-02-19 07:22:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,MISSION
2009-02-19 04:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN
2009-02-19 02:07:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,NORTHERN
2009-02-19 02:07:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,NORTHERN
2009-02-19 01:43:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,SOUTHERN
2009-02-19 01:43:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Thursday,SOUTHERN
2009-02-19 01:30:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,CENTRAL
2009-02-19 01:01:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Thursday,MISSION
2009-02-19 01:01:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Thursday,MISSION
2009-02-18 23:50:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,MISSION
2009-02-18 23:17:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2009-02-18 22:15:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2009-02-18 22:15:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Wednesday,TENDERLOIN
2009-02-18 22:11:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2009-02-18 22:11:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2009-02-18 22:11:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,TENDERLOIN
2009-02-18 21:47:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,TARAVAL
2009-02-18 21:47:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,TARAVAL
2009-02-18 21:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,SOUTHERN
2009-02-18 20:15:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,CENTRAL
2009-02-18 20:06:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Wednesday,SOUTHERN
2009-02-18 19:18:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,INGLESIDE
2009-02-18 19:18:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,INGLESIDE
2009-02-18 19:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,MISSION
2009-02-18 18:40:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2009-02-18 18:40:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2009-02-18 18:05:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,TENDERLOIN
2009-02-18 17:03:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Wednesday,INGLESIDE
2009-02-18 16:51:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2009-02-18 16:35:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,NORTHERN
2009-02-18 16:33:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,BAYVIEW
2009-02-18 16:33:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Wednesday,BAYVIEW
2009-02-18 16:33:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,BAYVIEW
2009-02-18 16:16:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,TARAVAL
2009-02-18 16:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,CENTRAL
2009-02-18 15:58:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN
2009-02-18 15:55:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,SOUTHERN
2009-02-18 15:45:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,SOUTHERN
2009-02-18 15:45:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,SOUTHERN
2009-02-18 15:40:00,DRUG/NARCOTIC,SALE OF COCAINE,Wednesday,NORTHERN
2009-02-18 15:40:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,NORTHERN
2009-02-18 15:15:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,NORTHERN
2009-02-18 15:06:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Wednesday,SOUTHERN
2009-02-18 14:39:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,INGLESIDE
2009-02-18 14:18:00,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Wednesday,BAYVIEW
2009-02-18 07:04:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,TENDERLOIN
2009-02-18 07:04:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Wednesday,TENDERLOIN
2009-02-18 07:00:00,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Wednesday,BAYVIEW
2009-02-18 07:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,BAYVIEW
2009-02-18 02:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Wednesday,MISSION
2009-02-18 02:15:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Wednesday,MISSION
2009-02-18 02:15:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Wednesday,MISSION
2009-02-18 01:08:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Wednesday,MISSION
2009-02-18 01:08:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Wednesday,MISSION
2009-02-18 00:01:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Wednesday,SOUTHERN
2009-02-17 23:43:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,NORTHERN
2009-02-17 23:20:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Tuesday,PARK
2009-02-17 23:15:00,EMBEZZLEMENT,"EMBEZZLEMENT, PETTY THEFT BY EMPLOYEE",Tuesday,BAYVIEW
2009-02-17 22:59:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Tuesday,TENDERLOIN
2009-02-17 21:36:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TENDERLOIN
2009-02-17 20:57:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,MISSION
2009-02-17 20:57:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,MISSION
2009-02-17 19:55:00,DRUG/NARCOTIC,POSSESSION OF AMPHETAMINE,Tuesday,BAYVIEW
2009-02-17 19:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TENDERLOIN
2009-02-17 19:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2009-02-17 18:57:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,TENDERLOIN
2009-02-17 17:50:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Tuesday,INGLESIDE
2009-02-17 17:50:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,INGLESIDE
2009-02-17 17:22:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2009-02-17 17:22:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,TENDERLOIN
2009-02-17 17:06:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,NORTHERN
2009-02-17 17:06:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,MISSION
2009-02-17 17:06:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Tuesday,MISSION
2009-02-17 16:50:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Tuesday,NORTHERN
2009-02-17 15:15:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Tuesday,TENDERLOIN
2009-02-17 15:15:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Tuesday,TENDERLOIN
2009-02-17 15:15:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Tuesday,TENDERLOIN
2009-02-17 11:55:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,BAYVIEW
2009-02-17 11:55:00,DRUG/NARCOTIC,MAINTAINING PREMISE WHERE NARCOTICS ARE SOLD/USED,Tuesday,BAYVIEW
2009-02-17 10:07:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,TENDERLOIN
2009-02-17 00:02:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Tuesday,INGLESIDE
2009-02-16 23:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,MISSION
2009-02-16 23:08:00,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC FOR SALES,Monday,SOUTHERN
2009-02-16 23:08:00,DRUG/NARCOTIC,TRANSPORTATION OF HALLUCINOGENIC,Monday,SOUTHERN
2009-02-16 22:35:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN
2009-02-16 22:25:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,MISSION
2009-02-16 22:25:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Monday,MISSION
2009-02-16 22:25:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,MISSION
2009-02-16 22:09:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,INGLESIDE
2009-02-16 22:09:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,INGLESIDE
2009-02-16 21:47:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Monday,MISSION
2009-02-16 21:11:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,MISSION
2009-02-16 21:11:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,MISSION
2009-02-16 20:50:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE FOR SALE,Monday,TENDERLOIN
2009-02-16 20:44:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,NORTHERN
2009-02-16 19:55:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Monday,SOUTHERN
2009-02-16 19:38:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Monday,SOUTHERN
2009-02-16 19:01:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Monday,INGLESIDE
2009-02-16 19:01:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Monday,INGLESIDE
2009-02-16 19:01:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,INGLESIDE
2009-02-16 17:27:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN
2009-02-16 17:27:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2009-02-16 17:11:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,RICHMOND
2009-02-16 16:29:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Monday,TENDERLOIN
2009-02-16 16:25:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Monday,MISSION
2009-02-16 16:25:00,DRUG/NARCOTIC,SALE OF HEROIN,Monday,MISSION
2009-02-16 15:32:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,SOUTHERN
2009-02-16 15:32:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Monday,SOUTHERN
2009-02-16 14:40:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN
2009-02-16 14:11:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,SOUTHERN
2009-02-16 13:48:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Monday,TENDERLOIN
2009-02-16 13:48:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2009-02-16 13:43:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Monday,SOUTHERN
2009-02-16 13:03:00,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Monday,TENDERLOIN
2009-02-16 12:50:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2009-02-16 12:50:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2009-02-16 12:10:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,MISSION
2009-02-16 12:10:00,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Monday,MISSION
2009-02-16 12:10:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Monday,MISSION
2009-02-16 09:01:00,DRUG/NARCOTIC,"CONTROLLED SUBSTANCE VIOLATION, LOITERING FOR",Monday,SOUTHERN
2009-02-16 08:37:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,MISSION
2009-02-16 08:37:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,MISSION
2009-02-16 08:30:00,SUICIDE,SUICIDE,Monday,CENTRAL
2009-02-16 08:23:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Monday,MISSION
2009-02-16 08:23:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,MISSION
2009-02-16 06:05:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Monday,TENDERLOIN
2009-02-16 00:40:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Monday,TENDERLOIN
2009-02-08 23:11:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN
2009-02-08 23:08:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN
2009-02-08 23:08:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Sunday,TENDERLOIN
2009-02-08 21:58:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,BAYVIEW
2009-02-08 21:58:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Sunday,BAYVIEW
2009-02-08 20:09:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN
2009-02-08 18:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TENDERLOIN
2009-02-08 18:21:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,SOUTHERN
2009-02-08 18:21:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,SOUTHERN
2009-02-08 18:20:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN
2009-02-08 18:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TENDERLOIN
2009-02-08 17:39:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN
2009-02-08 17:07:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,NORTHERN
2009-02-08 16:48:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,CENTRAL
2009-02-08 16:48:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,CENTRAL
2009-02-08 16:48:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,CENTRAL
2009-02-08 16:00:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN
2009-02-08 15:51:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Sunday,SOUTHERN
2009-02-08 15:51:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Sunday,SOUTHERN
2009-02-08 15:25:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,TENDERLOIN
2009-02-08 15:25:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Sunday,TENDERLOIN
2009-02-08 15:25:00,DRUG/NARCOTIC,SALE OF BASE/ROCK COCAINE,Sunday,TENDERLOIN
2009-02-08 14:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN
2009-02-08 13:44:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,SOUTHERN
2009-02-08 09:42:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Sunday,SOUTHERN
2009-02-08 08:45:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Sunday,TENDERLOIN
2009-02-08 08:10:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,BAYVIEW
2009-02-08 08:10:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Sunday,BAYVIEW
2009-02-08 08:10:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Sunday,BAYVIEW
2009-02-08 00:51:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN
2009-02-08 00:01:00,DRUG/NARCOTIC,PLANTING/CULTIVATING MARIJUANA,Sunday,BAYVIEW
2009-02-07 23:24:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,MISSION
2009-02-07 22:03:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,TARAVAL
2009-02-07 22:00:00,DRUG/NARCOTIC,POSSESSION OF COCAINE FOR SALES,Saturday,BAYVIEW
2009-02-07 22:00:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,BAYVIEW
2009-02-07 22:00:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Saturday,BAYVIEW
2009-02-07 21:36:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,SOUTHERN
2009-02-07 20:50:00,DRUG/NARCOTIC,SALE OF COCAINE,Saturday,MISSION
2009-02-07 20:27:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TENDERLOIN
2009-02-07 20:27:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,TENDERLOIN
2009-02-07 18:07:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,SOUTHERN
2009-02-07 16:45:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,TENDERLOIN
2009-02-07 16:45:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TENDERLOIN
2009-02-07 16:31:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,NORTHERN
2009-02-07 16:12:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TENDERLOIN
2009-02-07 16:08:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE,Saturday,SOUTHERN
2009-02-07 15:30:00,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA,Saturday,TARAVAL
2009-02-07 14:05:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Saturday,TENDERLOIN
2009-02-07 14:05:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Saturday,TENDERLOIN
2009-02-07 08:00:00,DRUG/NARCOTIC,POSSESSION OF METH-AMPHETAMINE FOR SALE,Saturday,CENTRAL
2009-02-07 07:45:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Saturday,TENDERLOIN
2009-02-07 03:10:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Saturday,MISSION
2009-02-07 00:16:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Saturday,BAYVIEW
2009-02-06 23:55:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,MISSION
2009-02-06 20:26:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,NORTHERN
2009-02-06 20:10:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,SOUTHERN
2009-02-06 19:19:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,SOUTHERN
2009-02-06 19:00:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,INGLESIDE
2009-02-06 19:00:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,MISSION
2009-02-06 17:32:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,TARAVAL
2009-02-06 17:32:00,DRUG/NARCOTIC,POSSESSION OF HALLUCINOGENIC,Friday,TARAVAL
2009-02-06 17:12:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Friday,MISSION
2009-02-06 16:29:00,DRUG/NARCOTIC,SALE OF MARIJUANA,Friday,SOUTHERN
2009-02-06 15:56:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Friday,INGLESIDE
2009-02-06 15:25:00,DRUG/NARCOTIC,POSSESSION OF HEROIN,Friday,BAYVIEW
2009-02-06 15:25:00,DRUG/NARCOTIC,SALE OF CONTROLLED SUBSTANCE,Friday,BAYVIEW
2009-02-06 14:38:00,DRUG/NARCOTIC,POSSESSION OF CONTROLLED SUBSTANCE,Friday,TENDERLOIN
2009-02-06 13:07:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,MISSION
2009-02-06 12:00:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,SOUTHERN
2009-02-06 10:28:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,SOUTHERN
2009-02-06 09:53:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,SOUTHERN
2009-02-06 09:46:00,DRUG/NARCOTIC,VISITING WHERE DRUGS ARE USED OR SMOKED,Friday,SOUTHERN
2009-02-06 09:46:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Friday,SOUTHERN
2009-02-06 08:00:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,MISSION
2009-02-06 08:00:00,DRUG/NARCOTIC,POSSESSION OF OPIUM DERIVATIVE,Friday,TENDERLOIN
2009-02-06 07:54:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,SOUTHERN
2009-02-06 07:31:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Friday,NORTHERN
2009-02-06 01:30:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Friday,CENTRAL
2009-02-06 00:48:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Friday,TENDERLOIN
2009-02-06 00:48:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,TENDERLOIN
2009-02-05 23:57:00,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE,Thursday,TENDERLOIN
2009-02-05 23:06:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Thursday,RICHMOND
